COOP:233601,HANNIBAL WATER WORKS MO US,217,39.7233,-91.3719,3,-165,-70,0,4,-1.33299081,-0.721361387,-1.558349596, Cold, Normal, Dry
COOP:424467,KAMAS 3 NW UT US,1975.4,40.6438,-111.2822,3,-22,14,0,1,1.277933955,3.05929414,0.029349029, Warm, Very High, Normal
COOP:242404,DILLON AIRPORT MT US,1585,45.2575,-112.5544,3,-22,7,0,1,1.060356892,2.219912931,0.029349029, Warm, Very High, Normal
COOP:243142,FORTINE 2 NE MT US,926.6,48.78222,-114.87667,3,0,0,0,0,0.842779828,0.804317163,0.273610356, Normal, Normal, Normal
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,3,0,0,0,2,0.842779828,-0.784787989,0.273610356, Normal, Normal, Normal
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,3,-156,-84,0,5,-1.768144938,-0.828864103,-1.458424508, Cold, Normal, Dry
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,3,0,0,0,2,0.842779828,-0.263829826,0.273610356, Normal, Normal, Normal
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,3,-212,-42,0,4,-0.462682555,-0.218033669,-2.080180613, Normal, Normal, Very Dry
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,3,88,34,0,0,1.899582709,2.049413623,1.250655665, Warm, Very High, Wet
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,3,-2,-64,0,6,-1.146496184,-1.168357681,0.251404781, Cold, Low, Normal
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,3,211,-20,0,3,0.221131074,-1.117831404,2.616298538, Normal, Low, Very Wet
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,3,-44,6,0,0,1.029274454,1.504804863,-0.214912298, Warm, High, Normal
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,3,0,7,8,0,1.060356892,0.537495421,0.273610356, Warm, Normal, Normal
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,3,0,0,0,0,0.842779828,-0.910136156,0.273610356, Normal, Normal, Normal
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,3,0,0,0,0,0.842779828,-0.848429597,0.273610356, Normal, Normal, Normal
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,3,-104,-6,0,0,0.656285202,-1.179967974,-0.881079553, Normal, Low, Normal
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,3,96,-55,0,2,-0.866754245,-0.718781321,1.339477965, Normal, Normal, Wet
COOP:138688,WASHINGTON IA US,209.4,41.2824,-91.7078,3,-165,-66,0,7,-1.208661059,-0.7377018,-1.558349596, Cold, Normal, Dry
COOP:505136,KUPARUK AK US,19.5,70.3289,-149.6114,3,-7,54,0,31,2.521231463,-1.145997116,0.195890843, Very Warm, Low, Normal
COOP:368361,SPRINGBORO 3 WNW PA US,306.3,41.8162,-80.4249,3,-17,-93,0,10,-2.047886877,-0.529361535,0.084862967, Very Cold, Normal, Normal
COOP:417458,RAYMONDVILLE TX US,9.4,26.4819,-97.8097,3,0,0,0,0,0.842779828,-1.167712665,0.273610356, Normal, Low, Normal
COOP:035036,MOUNTAIN HOME 1 NNW AR US,243.8,36.3458,-92.3939,3,-5,-59,0,2,-0.991083996,-0.663739931,0.218096418, Normal, Normal, Normal
COOP:049203,VACAVILLE NUT TREE AIRPORT CA US,33.2,38.3775,-121.9575,3,-219,33,0,0,1.868500272,-1.116541372,-2.157900126, Warm, Low, Very Dry
COOP:247382,SAVAGE MT US,602,47.4536,-104.3379,3,11,-35,0,7,-0.245105491,0.106409529,0.39574102, Normal, Normal, Normal
COOP:405035,LANCASTER EDGAR EVINS TN US,192,36.0827,-85.826,3,-24,-35,0,0,-0.245105491,-0.775112745,0.007143454, Normal, Normal, Normal
COOP:094648,JASPER 1 NNW GA US,446.5,34.4758,-84.4461,3,-150,-36,0,0,-0.276187929,-0.227923919,-1.391807782, Normal, Normal, Dry
COOP:081986,CRESTVIEW BOB SIKES AIRPORT FL US,57.9,30.77972,-86.5225,3,-39,-19,0,0,0.252213512,-1.06343503,-0.15939836, Normal, Low, Normal
COOP:518549,PUU O HOKU RANCH 542.1 HI US,205.4,21.1447,-156.7329,3,0,-6,0,0,0.656285202,-0.746302017,0.273610356, Normal, Normal, Normal
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,3,16,-48,0,5,-0.649177181,-1.179967974,0.451254958, Normal, Low, Normal
COOP:020100,ALAMO DAM AZ US,393.2,34.228,-113.5777,3,-36,42,2,0,2.148242211,-0.342521814,-0.126089997, Very Warm, Normal, Normal
COOP:461579,CHARLESTON WSFO WV US,279.8,38.3138,-81.7186,3,-31,-44,0,1,-0.52484743,-0.586337975,-0.070576059, Normal, Normal, Normal
COOP:081978,CRESCENT CITY FL US,16.2,29.425,-81.5161,3,-78,-26,0,0,0.034636448,-1.153092295,-0.592407076, Normal, Low, Normal
COOP:461570,CHARLESTON YEAGER AIRPORT WV US,277.4,38.3794,-81.59,3,-21,-42,0,1,-0.462682555,-0.591498105,0.040451817, Normal, Normal, Normal
COOP:138693,WASHTA IA US,353.6,42.5738,-95.7133,3,0,0,0,7,0.842779828,-0.427663966,0.273610356, Normal, Normal, Normal
COOP:035018,MOUNTAINBURG 2 NE AR US,241.7,35.6494,-94.1541,3,-40,-66,0,2,-1.208661059,-0.668255045,-0.170501147, Cold, Normal, Normal
COOP:411761,CLARENDON TX US,850.4,34.9414,-100.9126,3,-109,-32,0,1,-0.151858178,0.640483023,-0.936593491, Normal, Normal, Normal
COOP:356820,POWERS OR US,70.1,42.8886,-124.0688,3,209,0,0,0,0.842779828,-1.037204367,2.594092963, Normal, Low, Very Wet
COOP:099291,WEST POINT GA US,175.3,32.879,-85.1809,3,0,0,0,0,0.842779828,-0.811018652,0.273610356, Normal, Normal, Normal
COOP:042012,CORCORAN IRRIG DIST CA US,61,36.0975,-119.5817,3,-45,43,0,0,2.179324648,-1.056769862,-0.226015085, Very Warm, Low, Normal
COOP:348900,TISHOMINGO 6 N MESONET OK US,267.9,34.3326,-96.679,3,0,0,0,1,0.842779828,-0.611923621,0.273610356, Normal, Normal, Normal
COOP:503304,GLENNALLEN KCAM AK US,421.5,62.1086,-145.5328,3,0,-8,0,18,0.594120326,-0.281675277,0.273610356, Normal, Normal, Normal
COOP:205390,MERRILL 1 N MI US,203.6,43.4155,-83.2894,3,0,0,0,13,0.842779828,-0.750172115,0.273610356, Normal, Normal, Normal
COOP:067958,STAFFORDVILLE CT US,224.3,41.9984,-72.2606,3,49,-77,0,9,-1.550567874,-0.70566599,0.817646948, Cold, Normal, Normal
COOP:036928,SUBIACO AR US,152.4,35.3028,-93.6369,3,-119,-64,0,1,-1.146496184,-0.860254896,-1.047621367, Cold, Normal, Dry
COOP:252680,ELSMERE NE US,808.9,42.1717,-100.0106,3,-103,-14,0,2,0.4076257,0.551255769,-0.869976766, Normal, Normal, Normal
COOP:167738,RED RIVER RESEARCH STATION LA US,47.2,32.4219,-93.638,3,-86,-43,0,1,-0.493764993,-1.086440611,-0.681229376, Normal, Low, Normal
COOP:247342,SAND CREEK MT US,887,47.5775,-108.7272,3,-28,-49,0,11,-0.680259619,0.719175012,-0.037267696, Normal, Normal, Normal
COOP:036920,STUTTGART 9 ESE AR US,60.4,34.4744,-91.4172,3,52,-38,0,1,-0.338352804,-1.058059894,0.850955311, Normal, Low, Normal
COOP:020159,ALPINE AZ US,2453.6,33.8492,-109.1469,3,-12,-35,0,0,-0.245105491,4.087450119,0.140376905, Normal, Very High, Normal
COOP:348879,TIPTON 4 S OK US,386.8,34.43972,-99.1375,3,0,0,0,2,0.842779828,-0.356282162,0.273610356, Normal, Normal, Normal
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,1210.4,19.4297,-155.2562,3,-550,0,0,0,0.842779828,1.414502581,-5.832922819, Normal, High, Very Dry
COOP:340830,BLANCHARD 2 SSW OK US,388.6,35.11833,-97.67,3,-121,-55,0,2,-0.866754245,-0.352412064,-1.069826942, Normal, Normal, Dry
COOP:354622,LA GRANDE OR US,839.7,45.3167,-118.0747,3,163,23,0,0,1.557675895,0.617477442,2.083364734, Warm, Normal, Very Wet
COOP:343628,GOODWELL RESEARCH STATION OK US,999.1,36.5913,-101.618,3,-95,1,0,0,0.873862266,0.960196102,-0.781154465, Normal, Normal, Normal
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,3,0,0,0,9,0.842779828,-0.778337826,0.273610356, Normal, Normal, Normal
COOP:138706,WATERLOO MUNICIPAL AIRPORT IA US,264.6,42.5544,-92.4011,3,-55,-76,0,10,-1.519485436,-0.619018801,-0.337042961, Cold, Normal, Normal
COOP:247425,SCOBEY 4 NW MT US,723.6,48.8306,-105.4758,3,-36,-50,0,14,-0.711342056,0.367856135,-0.126089997, Normal, Normal, Normal
COOP:232981,FORT LEONARD WOOD MO US,325.5,37.748,-92.1049,3,0,-48,0,2,-0.649177181,-0.488080492,0.273610356, Normal, Normal, Normal
COOP:664614,HUMACAO NATURAL RESERVE US,2.7,18.1505,-66.7719,3,0,0,0,0,0.842779828,-1.182118029,0.273610356, Normal, Low, Normal
COOP:143153,GOODLAND RENNER FIELD KS US,1114.3,39.36722,-101.69333,3,-65,-6,0,3,0.656285202,1.20788236,-0.448070837, Normal, High, Normal
COOP:368400,SPRINGTOWN 1 NNE PA US,262.1,40.5711,-75.2781,3,-71,-57,0,6,-0.92891912,-0.624393937,-0.514687563, Normal, Normal, Normal
COOP:354606,LACOMB 3 NNE OR US,158.5,44.6253,-122.7189,3,265,12,0,0,1.21576908,-0.847139565,3.215849068, Warm, Normal, Very Wet
COOP:049152,U C L A CA US,131.1,34.0697,-118.4427,3,-189,34,0,0,1.899582709,-0.906051053,-1.824816499, Warm, Normal, Dry
COOP:511339,HAWI 168 HI US,176.8,20.2402,-155.8388,3,0,0,0,0,0.842779828,-0.807793571,0.273610356, Normal, Normal, Normal
COOP:418996,THOMPSONS 3 WSW TX US,21.3,29.4821,-95.6314,3,-79,-22,0,0,0.158966199,-1.142127018,-0.603509863, Normal, Low, Normal
COOP:096838,PATTERSON GA US,32,31.3781,-82.1292,3,0,-25,0,0,0.065718886,-1.119121437,0.273610356, Normal, Low, Normal
COOP:411810,CLEVELAND TX US,59.7,30.3637,-95.084,3,-93,-37,0,0,-0.307270367,-1.059564932,-0.75894889, Normal, Low, Normal
COOP:245144,LOLO HOT SPRINGS MT US,1272.5,46.7258,-114.533,3,0,0,0,4,0.842779828,1.548020954,0.273610356, Normal, High, Normal
COOP:122620,ELNORA IN US,145.7,38.87,-87.09167,3,0,0,0,2,0.842779828,-0.87466026,0.273610356, Normal, Normal, Normal
COOP:445880,MUSTOE 1 SW VA US,725.4,38.3311,-79.6586,3,-48,-51,0,6,-0.742424494,0.371726233,-0.259323448, Normal, Normal, Normal
COOP:130923,BRITT IA US,378,43.1016,-93.8013,3,0,0,0,3,0.842779828,-0.37520264,0.273610356, Normal, Normal, Normal
COOP:033734,JONESBORO 2 NE AR US,94.5,35.849,-90.6589,3,143,-66,0,1,-1.208661059,-0.984743042,1.861308982, Cold, Normal, Wet
COOP:042081,COVELO CA US,430.7,39.8158,-123.2444,3,0,0,0,0,0.842779828,-0.261894777,0.273610356, Normal, Normal, Normal
COOP:294862,LAS VEGAS WASTE WATER PLANT NM US,1935.2,35.5677,-105.213,3,0,0,0,0,0.842779828,2.972861956,0.273610356, Normal, Very High, Normal
COOP:049122,UKIAH CA US,193.9,39.1466,-123.2102,3,0,0,0,0,0.842779828,-0.771027642,0.273610356, Normal, Normal, Normal
COOP:132110,DECORAH IA US,262.1,43.3043,-91.7952,3,6,-96,0,9,-2.14113419,-0.624393937,0.340227082, Very Cold, Normal, Normal
COOP:259193,WESTON 3 NW NE US,406.9,41.2211,-96.7775,3,-147,-42,0,3,-0.462682555,-0.31306607,-1.35849942, Normal, Normal, Dry
COOP:338025,STEUBENVILLE OH US,302.4,40.3765,-80.6283,3,-162,-61,0,3,-1.053248871,-0.537746747,-1.525041234, Cold, Normal, Dry
COOP:423348,GRANTSVILLE 2 W UT US,1386.8,40.602,-112.5076,3,-15,16,0,0,1.340098831,1.793772164,0.107068543, Warm, High, Normal
COOP:418942,TEXARKANA TX US,118.9,33.4368,-94.0773,3,-132,-44,0,1,-0.52484743,-0.932281716,-1.191957606, Normal, Normal, Dry
COOP:369050,UNIONTOWN 1 NE PA US,291.4,39.915,-79.7191,3,-125,-50,0,3,-0.711342056,-0.561397345,-1.114238093, Normal, Normal, Dry
COOP:143100,GLEN ELDER LAKE KS US,457.2,39.5038,-98.315,3,-180,0,0,0,0.842779828,-0.204918338,-1.72489141, Normal, Normal, Dry
COOP:245153,LOMA 1 WNW MT US,785.8,47.9362,-110.5023,3,40,-95,0,13,-2.110051752,0.501589514,0.71772186, Very Cold, Normal, Normal
COOP:049111,TWITCHELL DAM CA US,177.4,34.988,-120.3211,3,-138,4,0,0,0.967109579,-0.806503538,-1.258574331, Normal, Normal, Dry
COOP:411800,CLEBURNE TX US,238.7,32.3138,-97.4061,3,-305,-41,0,1,-0.431600117,-0.674705208,-3.112739859, Normal, Normal, Very Dry
COOP:193505,HAVERHILL MA US,6.1,42.7594,-71.0602,3,-44,-67,0,8,-1.239743497,-1.174807844,-0.214912298, Cold, Low, Normal
COOP:248902,WHITEFISH MT US,944.9,48.408,-114.3594,3,132,-5,0,2,0.687367639,0.843663157,1.739178319, Normal, Normal, Wet
COOP:369042,UNION CITY FILTRATION PLANT PA US,426.7,41.9004,-79.861,3,0,0,0,10,0.842779828,-0.270494994,0.273610356, Normal, Normal, Normal
COOP:010655,BELLE MINA AL US,183.8,34.6891,-86.8819,3,-212,-38,0,0,-0.338352804,-0.79274319,-2.080180613, Normal, Normal, Very Dry
COOP:021282,CAREFREE AZ US,771.1,33.8161,-111.9019,3,50,37,0,0,1.992830022,0.469983715,0.828749736, Warm, Normal, Normal
COOP:295937,MOSQUERO 1 NE NM US,1665.7,35.8022,-103.9438,3,-91,8,0,0,1.091439329,2.393422315,-0.736743314, Warm, Very High, Normal
COOP:132171,DENISON IA US,427,42.0363,-95.3288,3,-139,-77,0,10,-1.550567874,-0.269849978,-1.269677119, Cold, Normal, Dry
COOP:248930,WHITE SULPHUR SPRNGS 2 MT US,1536.2,46.5436,-110.9,3,0,-30,0,4,-0.089693303,2.11499028,0.273610356, Normal, Very High, Normal
COOP:043191,FORT ROSS CA US,34.1,38.515,-123.2447,3,157,0,0,0,0.842779828,-1.114606323,2.016748008, Normal, Low, Very Wet
COOP:242421,DIVIDE MT US,1630.7,45.751,-112.7547,3,17,-16,0,2,0.345460825,2.318170414,0.462357746, Normal, Very High, Normal
COOP:302953,FORT PLAIN NY US,93,42.9383,-74.6228,3,0,0,0,0,0.842779828,-0.987968123,0.273610356, Normal, Normal, Normal
COOP:422253,DUCHESNE UT US,1682.5,40.1677,-110.395,3,-40,22,0,0,1.526593457,2.429543228,-0.170501147, Warm, Very High, Normal
COOP:668812,SAN JUAN L M MARIN INTERNATIONAL AIRPORT US,2.7,18.4325,-66.01083,3,-144,12,4,0,1.21576908,-1.182118029,-1.325191057, Warm, Low, Dry
COOP:137669,SIDNEY 1 SSE IA US,347.5,40.736,-95.643,3,-208,-45,0,4,-0.555929868,-0.440779297,-2.035769463, Normal, Normal, Very Dry
COOP:248957,WIBAUX 2 E MT US,821.7,46.9878,-104.1567,3,84,-38,0,9,-0.338352804,0.578776464,1.206244514, Normal, Normal, Wet
COOP:668814,WEATHER FORECAST OFFICE SAN JUAN US,3,18.4312,-65.9917,3,0,0,4,0,0.842779828,-1.181473012,0.273610356, Normal, Low, Normal
COOP:137664,SIBLEY 3 NE IA US,466,43.4047,-95.7483,3,-146,-56,0,15,-0.897836683,-0.185997859,-1.347396632, Normal, Normal, Dry
COOP:446999,RADFROD 3 N VA US,548.6,37.2008,-80.5864,3,-98,-27,0,3,0.00355401,-0.008403372,-0.814462828, Normal, Normal, Normal
COOP:295968,MOUNTAINAIR 8 NW NM US,2033.6,34.6241,-106.3102,3,0,9,0,0,1.122521767,3.184427302,0.273610356, Warm, Very High, Normal
COOP:137678,SIGOURNEY IA US,243.8,41.3328,-92.1975,3,-179,-75,0,7,-1.488402999,-0.663739931,-1.713788623, Cold, Normal, Dry
COOP:295960,MOUNTAIN PARK NM US,2073.9,32.9539,-105.8226,3,6,-9,0,0,0.563037889,3.271074491,0.340227082, Normal, Very High, Normal
COOP:160103,ALEXANDRIA 5 SSE LA US,25.9,31.2488,-92.4488,3,-158,-26,0,0,0.034636448,-1.132236768,-1.480630083, Normal, Low, Dry
COOP:043182,FORT JONES RNG STATION CA US,830.6,41.6,-122.8478,3,0,0,0,0,0.842779828,0.597911948,0.273610356, Normal, Normal, Normal
COOP:506147,NABESNA AK US,890,62.3977,-142.9966,3,0,5,0,26,0.998192016,0.725625175,0.273610356, Normal, Normal, Normal
COOP:295965,MOUNTAINAIR NM US,1987.3,34.5208,-106.2605,3,-48,19,0,0,1.433346144,3.084879787,-0.259323448, Warm, Very High, Normal
COOP:462622,EAST LYNN LAKE WV US,201.8,38.1436,-82.3828,3,0,0,0,1,0.842779828,-0.754042212,0.273610356, Normal, Normal, Normal
COOP:043157,FORT BIDWELL CA US,1444.4,41.8715,-120.1574,3,-10,17,0,0,1.371181269,1.917615293,0.162582481, Warm, High, Normal
COOP:116011,NASHVILLE 1 E IL US,156.4,38.343,-89.3586,3,-229,-63,0,2,-1.115413746,-0.851654679,-2.268928002, Cold, Normal, Very Dry
COOP:021248,CANYON DE CHELLY AZ US,1709.9,36.1533,-109.5394,3,47,11,0,0,1.184686642,2.488454717,0.795441373, Warm, Very High, Normal
COOP:137613,SHENANDOAH IA US,297.2,40.7672,-95.38,3,-220,-46,0,4,-0.587012306,-0.54892703,-2.169002914, Normal, Normal, Very Dry
COOP:343660,FREEDOM 16 NNE MESONET OK US,554.7,36.98694,-99.01083,3,0,0,0,2,0.842779828,0.004711959,0.273610356, Normal, Normal, Normal
COOP:043161,FORT BRAGG 5 N CA US,37.5,39.5091,-123.7566,3,219,27,0,0,1.682005645,-1.107296138,2.705120839, Warm, Low, Very Wet
COOP:116025,NEOGA 4 NW IL US,190.5,39.3535,-88.4999,3,-204,-60,0,2,-1.022166433,-0.778337826,-1.991358312, Cold, Normal, Dry
COOP:300687,BINGHAMTON GREATER AP NY US,486.2,42.2068,-75.98,3,-31,-67,0,13,-1.239743497,-0.142566762,-0.070576059, Cold, Normal, Normal
COOP:295908,MORIARTY 1 NE NM US,1895.9,35.0128,-106.045,3,-65,7,0,0,1.060356892,2.888364821,-0.448070837, Warm, Very High, Normal
COOP:166686,NEW ROADS LA US,13.7,30.7268,-91.3672,3,-190,-29,0,0,-0.058610865,-1.158467431,-1.835919286, Normal, Low, Dry
COOP:210190,ANDOVER 1 N MN US,274,45.25333,-93.29278,3,-92,-92,0,16,-2.016804439,-0.59880829,-0.747846102, Very Cold, Normal, Normal
COOP:340818,BLACKWELL OK US,307.8,36.8048,-97.2764,3,-80,-51,0,2,-0.742424494,-0.526136454,-0.614612651, Normal, Normal, Normal
COOP:243098,FORSYTH MT US,766.6,46.2719,-106.6744,3,83,-47,0,7,-0.618094743,0.460308471,1.195141727, Normal, Normal, Wet
COOP:340810,BLACKWELL 4 SSE MESONET OK US,303.9,36.75417,-97.25444,3,0,0,0,2,0.842779828,-0.534521666,0.273610356, Normal, Normal, Normal
COOP:253660,HASTINGS 4 N NE US,590.7,40.6471,-98.3835,3,-170,-26,0,3,0.034636448,0.082113915,-1.613863534, Normal, Normal, Dry
COOP:093658,GEORGETOWN 4 E GA US,149.4,31.8966,-85.0375,3,-113,-44,0,0,-0.52484743,-0.866705059,-0.981004641, Normal, Normal, Normal
COOP:356749,PORTLAND KGW TV OR US,48.5,45.5181,-122.6894,3,308,9,0,0,1.122521767,-1.083645541,3.693268935, Warm, Low, Very Wet
COOP:300870,BREWERTON LOCK 23 NY US,114.9,43.2386,-76.1964,3,296,0,0,5,0.842779828,-0.940881933,3.560035484, Normal, Normal, Very Wet
COOP:216565,PIPESTONE MN US,519.7,44.0138,-96.3258,3,-76,-83,0,17,-1.7370625,-0.070539942,-0.570201501, Cold, Normal, Normal
COOP:210157,AMBOY MN US,313.9,43.8835,-94.1665,3,-105,-47,0,10,-0.618094743,-0.513021122,-0.892182341, Normal, Normal, Normal
COOP:244506,JOLIET MT US,1172.9,45.473,-109.0098,3,50,-53,0,6,-0.80458937,1.333875544,0.828749736, Normal, High, Normal
COOP:144559,LAWRENCE KS US,306.3,38.9583,-95.2513,3,-171,-33,0,3,-0.182940616,-0.529361535,-1.624966322, Normal, Normal, Dry
COOP:144560,LAWRENCE MUNICIPAL AIRPORT KS US,253.6,39.00778,-95.21167,3,-165,-36,0,2,-0.276187929,-0.642669398,-1.558349596, Normal, Normal, Dry
COOP:478229,STOUGHTON WI US,256,42.9108,-89.2133,3,-98,-91,0,10,-1.985722002,-0.637509268,-0.814462828, Cold, Normal, Normal
COOP:300889,BRIDGEHAMPTON NY US,18.3,40.946111,-72.306944,3,68,-60,0,6,-1.022166433,-1.148577181,1.028599913, Cold, Low, Wet
COOP:246893,RAYMOND BORDER STATION MT US,714.8,48.9976,-104.5751,3,-17,-75,0,16,-1.488402999,0.348935657,0.084862967, Cold, Normal, Normal
COOP:462522,DUNLOW 1 SW WV US,365.8,37.9496,-82.4046,3,74,-47,0,2,-0.618094743,-0.401433303,1.095216638, Normal, Normal, Wet
COOP:253652,HASKELL AGRICULTURAL LAB NE US,445,42.3805,-96.9575,3,0,-46,0,8,-0.587012306,-0.231149,0.273610356, Normal, Normal, Normal
COOP:253659,HASTINGS MUNICIPAL AIRPORT NE US,597.7,40.6005,-98.4258,3,-164,-29,0,4,-0.058610865,0.097164295,-1.547246809, Normal, Normal, Dry
COOP:244512,JOPLIN MT US,1012.9,48.5617,-110.767,3,22,-80,0,12,-1.643815187,0.989866851,0.517871683, Cold, Normal, Normal
